State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
jharkhand,2019,4,Others,93078,49211800
jharkhand,2020,1,Peer-to-peer payments,8196850,29875000000
jharkhand,2020,1,Recharge & bill payments,5454093,1358520000
jharkhand,2020,1,Merchant payments,4499942,2298730000
jharkhand,2020,1,Financial Services,46483,31523900
jharkhand,2020,1,Others,85345,47420100
jharkhand,2020,2,Peer-to-peer payments,8724053,32662400000
jharkhand,2020,2,Recharge & bill payments,7538593,1987320000
jharkhand,2020,2,Merchant payments,3753633,2662440000
jharkhand,2020,2,Financial Services,56553,130249000
jharkhand,2020,2,Others,68679,43823600
jharkhand,2020,3,Peer-to-peer payments,11984094,43128100000
jharkhand,2020,3,Merchant payments,7728846,5163580000
jharkhand,2020,3,Recharge & bill payments,7211293,2217660000
jharkhand,2020,3,Financial Services,56918,63233500
jharkhand,2020,3,Others,87322,50036600
jharkhand,2020,4,Peer-to-peer payments,17120664,60733300000
jharkhand,2020,4,Merchant payments,14168381,9347680000
jharkhand,2020,4,Recharge & bill payments,7945996,2582830000
jharkhand,2020,4,Financial Services,60989,63947500
jharkhand,2020,4,Others,135603,77433000
jharkhand,2021,1,Peer-to-peer payments,19151083,69198200000
jharkhand,2021,1,Merchant payments,17489113,11545600000
jharkhand,2021,1,Recharge & bill payments,7826608,2888410000
jharkhand,2021,1,Financial Services,50526,54836600
jharkhand,2021,1,Others,104333,62290300
jharkhand,2021,2,Peer-to-peer payments,24184568,86037100000
jharkhand,2021,2,Merchant payments,19041292,14731500000
jharkhand,2021,2,Recharge & bill payments,10583445,3531020000
jharkhand,2021,2,Financial Services,54379,57959200
jharkhand,2021,2,Others,138461,75088300
jharkhand,2021,3,Peer-to-peer payments,30113326,97742600000
jharkhand,2021,3,Merchant payments,29687162,19954600000
jharkhand,2021,3,Recharge & bill payments,10742405,4029140000
jharkhand,2021,3,Financial Services,51289,65035300
jharkhand,2021,3,Others,201520,99665900
jharkhand,2021,4,Merchant payments,45007900,30397100000
jharkhand,2021,4,Peer-to-peer payments,39476282,1.30E+11
jharkhand,2021,4,Recharge & bill payments,11173974,4920510000
jharkhand,2021,4,Financial Services,72802,82938700
jharkhand,2021,4,Others,278084,154857000
jharkhand,2022,1,Merchant payments,53218047,35404700000
jharkhand,2022,1,Peer-to-peer payments,45881799,1.53E+11
jharkhand,2022,1,Recharge & bill payments,11502811,5765900000
jharkhand,2022,1,Financial Services,67502,72095800
jharkhand,2022,1,Others,241051,130194000
jharkhand,2022,2,Merchant payments,67435024,44149900000
jharkhand,2022,2,Peer-to-peer payments,52086790,1.75E+11
jharkhand,2022,2,Recharge & bill payments,13145888,6119620000
jharkhand,2022,2,Financial Services,50361,53281800
jharkhand,2022,2,Others,207212,104530000
jharkhand,2022,3,Merchant payments,74816586,45850900000
jharkhand,2022,3,Peer-to-peer payments,57285937,1.77E+11
jharkhand,2022,3,Recharge & bill payments,14462031,6838980000
jharkhand,2022,3,Financial Services,68467,69016100
jharkhand,2022,3,Others,182311,104504000
jharkhand,2022,4,Merchant payments,91863987,57173700000
jharkhand,2022,4,Peer-to-peer payments,68045210,2.13E+11
jharkhand,2022,4,Recharge & bill payments,15110623,7625380000
jharkhand,2022,4,Financial Services,81074,89276300
jharkhand,2022,4,Others,199198,129776000
karnataka,2018,1,Recharge & bill payments,5785292,1496820000
karnataka,2018,1,Peer-to-peer payments,4456528,16522300000
karnataka,2018,1,Merchant payments,1089627,696586000
karnataka,2018,1,Financial Services,159848,52664800
karnataka,2018,1,Others,525604,449550000
karnataka,2018,2,Recharge & bill payments,7391926,2435920000
karnataka,2018,2,Peer-to-peer payments,7164836,29135000000
karnataka,2018,2,Merchant payments,1874383,1361970000
karnataka,2018,2,Financial Services,194363,93244700
karnataka,2018,2,Others,490939,489419000
karnataka,2018,3,Peer-to-peer payments,12863507,42819100000
karnataka,2018,3,Recharge & bill payments,8674172,3019160000
karnataka,2018,3,Merchant payments,3638065,1879410000
karnataka,2018,3,Financial Services,205740,50726000
karnataka,2018,3,Others,598777,456674000
karnataka,2018,4,Peer-to-peer payments,20471744,63575300000
karnataka,2018,4,Merchant payments,11812478,4751320000
karnataka,2018,4,Recharge & bill payments,11426205,4030980000
karnataka,2018,4,Financial Services,289353,71134700
karnataka,2018,4,Others,812291,579614000
karnataka,2019,1,Peer-to-peer payments,44049036,1.04E+11
karnataka,2019,1,Merchant payments,24491960,7076610000
karnataka,2019,1,Recharge & bill payments,16981941,6217690000
karnataka,2019,1,Financial Services,293728,51023400
karnataka,2019,1,Others,770944,512619000
karnataka,2019,2,Peer-to-peer payments,50033334,1.43E+11
karnataka,2019,2,Merchant payments,44848593,12338600000
karnataka,2019,2,Recharge & bill payments,19283028,7745160000
karnataka,2019,2,Financial Services,140353,44871600
karnataka,2019,2,Others,1096296,662691000
karnataka,2019,3,Merchant payments,76924325,20375800000
karnataka,2019,3,Peer-to-peer payments,67784880,1.83E+11
karnataka,2019,3,Recharge & bill payments,24339891,10208200000
karnataka,2019,3,Financial Services,189716,57194700
karnataka,2019,3,Others,1494923,732229000
karnataka,2019,4,Merchant payments,114044901,31602900000
karnataka,2019,4,Peer-to-peer payments,93311589,2.51E+11
karnataka,2019,4,Recharge & bill payments,28862161,12183600000
karnataka,2019,4,Financial Services,101937,51146000
karnataka,2019,4,Others,1475664,646674000
karnataka,2020,1,Merchant payments,132970737,40374400000
karnataka,2020,1,Peer-to-peer payments,100868460,2.98E+11
karnataka,2020,1,Recharge & bill payments,35854971,14724900000
karnataka,2020,1,Financial Services,93648,110130000
karnataka,2020,1,Others,1246074,557335000
karnataka,2020,2,Merchant payments,87251639,38463900000
karnataka,2020,2,Peer-to-peer payments,82118363,2.66E+11
karnataka,2020,2,Recharge & bill payments,43290272,16434900000
karnataka,2020,2,Financial Services,161560,246367000
karnataka,2020,2,Others,399878,192531000
karnataka,2020,3,Merchant payments,137206600,60769900000
karnataka,2020,3,Peer-to-peer payments,119241776,3.90E+11
karnataka,2020,3,Recharge & bill payments,43139631,18911100000
karnataka,2020,3,Financial Services,251980,358426000
karnataka,2020,3,Others,520544,268744000
karnataka,2020,4,Merchant payments,215711211,97147200000
karnataka,2020,4,Peer-to-peer payments,166981242,5.38E+11
karnataka,2020,4,Recharge & bill payments,47736461,21611700000
karnataka,2020,4,Financial Services,284700,427967000
karnataka,2020,4,Others,823370,508863000
karnataka,2021,1,Merchant payments,279599017,1.18E+11
karnataka,2021,1,Peer-to-peer payments,190894164,6.11E+11
karnataka,2021,1,Recharge & bill payments,52261651,25111700000
karnataka,2021,1,Financial Services,297710,475815000
karnataka,2021,1,Others,744950,511117000
karnataka,2021,2,Merchant payments,244460862,1.25E+11
karnataka,2021,2,Peer-to-peer payments,216539959,6.84E+11
karnataka,2021,2,Recharge & bill payments,68599238,28272300000
karnataka,2021,2,Financial Services,304779,456934000
karnataka,2021,2,Others,744208,497737000
karnataka,2021,3,Merchant payments,391381353,1.91E+11
karnataka,2021,3,Peer-to-peer payments,288462867,9.08E+11
karnataka,2021,3,Recharge & bill payments,72168311,33386700000
karnataka,2021,3,Financial Services,286685,508052000
karnataka,2021,3,Others,997323,637927000
karnataka,2021,4,Merchant payments,503210623,2.44E+11
karnataka,2021,4,Peer-to-peer payments,350032663,1.09E+12
karnataka,2021,4,Recharge & bill payments,76826701,39294300000
karnataka,2021,4,Financial Services,365769,574241000
karnataka,2021,4,Others,1289682,896609000
karnataka,2022,1,Merchant payments,588543313,2.78E+11
karnataka,2022,1,Peer-to-peer payments,389491586,1.24E+12
karnataka,2022,1,Recharge & bill payments,78206453,43891300000
karnataka,2022,1,Financial Services,384922,624858000
karnataka,2022,1,Others,1229133,824345000
karnataka,2022,2,Merchant payments,735295388,3.58E+11
karnataka,2022,2,Peer-to-peer payments,449723751,1.46E+12
karnataka,2022,2,Recharge & bill payments,91137091,50583800000
karnataka,2022,2,Financial Services,351688,545330000
karnataka,2022,2,Others,941042,670434000
karnataka,2022,3,Merchant payments,704609552,3.34E+11
karnataka,2022,3,Peer-to-peer payments,404084880,1.28E+12
karnataka,2022,3,Recharge & bill payments,79979546,48539000000
karnataka,2022,3,Financial Services,361312,558133000
karnataka,2022,3,Others,726038,610456000
karnataka,2022,4,Merchant payments,830157371,3.81E+11
karnataka,2022,4,Peer-to-peer payments,460041715,1.47E+12
karnataka,2022,4,Recharge & bill payments,87517348,54445900000
karnataka,2022,4,Financial Services,426795,650218000
karnataka,2022,4,Others,767142,689146000
kerala,2018,1,Recharge & bill payments,988774,157312000
kerala,2018,1,Peer-to-peer payments,600205,2107290000
kerala,2018,1,Merchant payments,72164,82919400
kerala,2018,1,Financial Services,40170,7957490
kerala,2018,1,Others,70067,47197700
kerala,2018,2,Recharge & bill payments,1230869,248080000
kerala,2018,2,Peer-to-peer payments,848291,3436200000
kerala,2018,2,Merchant payments,131217,144502000
kerala,2018,2,Financial Services,41100,12355600
kerala,2018,2,Others,56688,45786400
kerala,2018,3,Peer-to-peer payments,1425259,4823240000
kerala,2018,3,Recharge & bill payments,1407588,296353000
kerala,2018,3,Merchant payments,210974,160705000
kerala,2018,3,Financial Services,37286,6170640
kerala,2018,3,Others,53241,36557300
kerala,2018,4,Peer-to-peer payments,2073960,6959800000
kerala,2018,4,Recharge & bill payments,1679897,351297000
kerala,2018,4,Merchant payments,417114,378857000
kerala,2018,4,Financial Services,75084,10063700
kerala,2018,4,Others,64599,47338700
kerala,2019,1,Peer-to-peer payments,3601116,9314450000
kerala,2019,1,Recharge & bill payments,2180915,498454000
kerala,2019,1,Merchant payments,550707,371998000
kerala,2019,1,Financial Services,77652,7808570
kerala,2019,1,Others,58649,42319700
kerala,2019,2,Peer-to-peer payments,3519528,11630600000
kerala,2019,2,Recharge & bill payments,2711299,768892000
kerala,2019,2,Merchant payments,937130,569546000
kerala,2019,2,Financial Services,38869,5823290
kerala,2019,2,Others,77000,56486900
kerala,2019,3,Peer-to-peer payments,4181954,14434000000
kerala,2019,3,Recharge & bill payments,3431236,1051010000
kerala,2019,3,Merchant payments,1497029,879511000
kerala,2019,3,Financial Services,96130,8910530
kerala,2019,3,Others,79747,56390800
kerala,2019,4,Peer-to-peer payments,5859068,18537500000
kerala,2019,4,Recharge & bill payments,4097032,1287960000
kerala,2019,4,Merchant payments,2418428,1268700000
kerala,2019,4,Financial Services,50728,10816300
kerala,2019,4,Others,73381,46367000
kerala,2020,1,Peer-to-peer payments,6634439,22862900000
kerala,2020,1,Recharge & bill payments,5507580,1716540000
kerala,2020,1,Merchant payments,3485036,1810330000
kerala,2020,1,Financial Services,38050,17160600
kerala,2020,1,Others,68417,44149100
kerala,2020,2,Recharge & bill payments,7709714,2452430000
kerala,2020,2,Peer-to-peer payments,5603046,21310000000
kerala,2020,2,Merchant payments,2888260,2075700000
kerala,2020,2,Financial Services,40501,32921100
kerala,2020,2,Others,46446,23037200
kerala,2020,3,Peer-to-peer payments,8590587,33346800000
kerala,2020,3,Recharge & bill payments,7932950,2688360000
kerala,2020,3,Merchant payments,5065205,4017000000
kerala,2020,3,Financial Services,94130,76828700
kerala,2020,3,Others,75808,35153200
kerala,2020,4,Peer-to-peer payments,12941135,45686400000
kerala,2020,4,Merchant payments,10990709,7695670000
kerala,2020,4,Recharge & bill payments,9167428,3238200000
kerala,2020,4,Financial Services,73833,69202300
kerala,2020,4,Others,115082,65791000
kerala,2021,1,Peer-to-peer payments,16209203,55336800000
kerala,2021,1,Merchant payments,16105923,10058400000
kerala,2021,1,Recharge & bill payments,9837385,3732530000
kerala,2021,1,Financial Services,68012,69655500
kerala,2021,1,Others,95819,63531000
kerala,2021,2,Peer-to-peer payments,17026648,58152600000
kerala,2021,2,Merchant payments,16135060,11263200000
kerala,2021,2,Recharge & bill payments,13809151,4645550000
kerala,2021,2,Financial Services,88830,88370700
kerala,2021,2,Others,131344,77064000
kerala,2021,3,Merchant payments,25402350,17877700000
kerala,2021,3,Peer-to-peer payments,23378091,78598500000
kerala,2021,3,Recharge & bill payments,13979407,5008400000
kerala,2021,3,Financial Services,85730,101460000
kerala,2021,3,Others,182688,100146000
kerala,2021,4,Merchant payments,38574904,24589500000
kerala,2021,4,Peer-to-peer payments,29075528,92774500000
kerala,2021,4,Recharge & bill payments,13781815,5689390000
kerala,2021,4,Financial Services,108232,128239000
kerala,2021,4,Others,283262,160564000
kerala,2022,1,Merchant payments,47778743,28685400000
kerala,2022,1,Peer-to-peer payments,33089518,1.05E+11
kerala,2022,1,Recharge & bill payments,14042317,6373570000
kerala,2022,1,Financial Services,134370,158926000
kerala,2022,1,Others,236017,147786000
kerala,2022,2,Merchant payments,55730158,34395000000
kerala,2022,2,Peer-to-peer payments,35630060,1.13E+11
kerala,2022,2,Recharge & bill payments,14701207,7230490000
kerala,2022,2,Financial Services,110336,133437000
kerala,2022,2,Others,193561,123664000
kerala,2022,3,Merchant payments,64984061,37852800000
kerala,2022,3,Peer-to-peer payments,38774832,1.16E+11
kerala,2022,3,Recharge & bill payments,15289755,7709240000
kerala,2022,3,Financial Services,146673,162862000
kerala,2022,3,Others,167583,121557000
kerala,2022,4,Merchant payments,74647115,40607900000
kerala,2022,4,Peer-to-peer payments,42471676,1.25E+11
kerala,2022,4,Recharge & bill payments,15520670,8075690000
kerala,2022,4,Financial Services,164334,191307000
kerala,2022,4,Others,156673,120224000
madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057000
madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790000
madhya-pradesh,2018,1,Financial Services,230519,43374300
madhya-pradesh,2018,1,Merchant payments,196394,170120000
madhya-pradesh,2018,1,Others,346002,210262000
madhya-pradesh,2018,2,Recharge & bill payments,5324535,1132090000
madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155600000
madhya-pradesh,2018,2,Merchant payments,397135,339308000
madhya-pradesh,2018,2,Financial Services,305553,53860300
madhya-pradesh,2018,2,Others,264797,243219000
madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057700000
madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367770000
madhya-pradesh,2018,3,Merchant payments,784995,465391000
madhya-pradesh,2018,3,Financial Services,359440,46120500
madhya-pradesh,2018,3,Others,260780,212771000
madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897300000
madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669350000
madhya-pradesh,2018,4,Merchant payments,2056426,1036250000
madhya-pradesh,2018,4,Financial Services,313540,43367200
madhya-pradesh,2018,4,Others,297532,259297000
madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114200000
madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423590000
madhya-pradesh,2019,1,Merchant payments,3018928,1263700000
madhya-pradesh,2019,1,Financial Services,290838,28901200
madhya-pradesh,2019,1,Others,315553,239879000
madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758800000
madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571900000
madhya-pradesh,2019,2,Merchant payments,7331352,2671160000
madhya-pradesh,2019,2,Financial Services,149197,18869700
madhya-pradesh,2019,2,Others,451751,313802000
madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648100000
madhya-pradesh,2019,3,Merchant payments,17163551,5147460000
madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576520000
madhya-pradesh,2019,3,Financial Services,192821,25654200
madhya-pradesh,2019,3,Others,466385,278579000
madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064500000
madhya-pradesh,2019,4,Merchant payments,19447707,7304160000
madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104820000
madhya-pradesh,2019,4,Financial Services,127116,24020100
madhya-pradesh,2019,4,Others,392270,190456000
madhya-pradesh,2020,1,Peer-to-peer payments,34540722,1.10E+11
madhya-pradesh,2020,1,Merchant payments,24618074,9898240000
madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610000
